rating,review,,,,,,,,,
4,"Trezoro is always a place with different vibe.. I have been eating here since its birth.. I have seen them upgrade their quality of food, service and overall experience of the customers which is ⭐️ to the taste of the food which is beyond par now.. I keep visiting Trezoro for their new additions to the menu to revisit my favourite dishes on their menu..",,,,,,,,,
5,"Good asthetic cafe, nice atmosphere & Friendly staff must visit",,,,,,,,,
5,Great restaurant good vibes,,,,,,,,,
2,"The Truffle treasure pizza we tried was average. Desserts were great.

Staff could have been more courteous in helping me click my photo with my partner. The guy on cash counter was sitting ideally but seemed least interested in clicking our photo. When we asked him again to click a photo he asked the waiter who was busy cleaning the tables to click our photo.

Also the change they gave us for the payment had torn rupee note with a cello tape. After spending 2200 rs for 2 people  one does'nt expect such impolite behaviour.

Also there could have been separate side for vegetarians if possible. Because in a closed air conditioned space the non-veg dishes odour gets unbearable for some veg people. During my visit, there was a area where the tables were not reserved still they didn't allow us to sit there claiming it to be under maintenance (but it was quite apparent that they were saving the electricity bill by keeping the ACs off).",,,,,,,,,
3,"Good Food Good Vibe Not so good service
Had a really bad experience with service. When we sat at the table waiter came and asked us to change the table as a group was about to come and it was reserved which we were totally okay with. The table he offered us was still occupied so we waited for the table to be empty but it took time and our food arrived so he offered us to continue sitting on our current table. But when we were halfway eating just from nowhere the waiter came and started picking our food telling us to change the table. I confronted him after which he was still trying to convince me again but i resisted and at last he agreed and went away. Although he apologized later but this was a total lack of professionalism. HOW CAN YOU TELL PEOPLE TO CHANGE THEIR TABLE WHILE THEY ARE EATING.",,,,,,,,,
5,"One of the loveliest restaurants in all of India. From the kind friendly service, calm cozy decor and tasty food. I had an oatmilk latte, chicken lasagne, pepperoni pizza and burrata salad. Loved the pesto dressing on the salad! Sourdough was fragrant, crisp and chewy at the same time. Hope to be back soon!",,,,,,,,,
5,Excellent food good staff ❤️ best place to spend time,,,,,,,,,
4,Food is well prepared. Good taste. Need to increase just few more options in vegetarian breakfast menu. Also is you could add few board ganes 🤩 All in all good place and must go place.,,,,,,,,,
5,"I had an exceptional experience. The service was prompt and efficient. The desserts were delectable. While some orders may not align with your taste preferences, the overall experience was satisfactory.",,,,,,,,,
5,"Authentic flavours, excellent quality food, exclusive ambience, great service. Options on the menu were something i would never expect. The Pepperoni pizza, the sandwiches, Fish burger and all the other things we had were absolutely mind blowing!
The owners are super hospitable and very passionate about this exotic venture!
All the best to the team!
Looking forward to more!",,,,,,,,,
5,Amazing food & the staff is very courteous,,,,,,,,,
5,Went there for a quick bite and had a great experience. I loved their pizza. We ordered the truffle magic and it was really good. Definitely will lose it again.,,,,,,,,,
4,Good food and great ambience. Must try nutella pastry,,,,,,,,,
5,Lil bit expensive but worth it. Good ambiance and good vibes. A perfect place for a date with your loved ones.,,,,,,,,,
5,Fantastic ambience n welcoming staff....n very classy cuisine n simply delicious....will definitely recommend to all my family n friends ❤️,,,,,,,,,
5,Love this place and vibe and food. Best place in surat for a sunny morning breakfast and chit chats,,,,,,,,,
5,"A very unique and aesthetic restaurant, with a mesmerizing ambiance, beautiful decor and an inviting atmosphere. The menu is a fusion of flavors, from aromatic cuisines to mouthwatering desserts. This place is like a hidden gem in Surat! The staff is quite attentive and the service is top-notch. It's definitely a must-visit place for foodies looking for something unique and wonderful at reasonable prices!!👌🏻✨",,,,,,,,,
4,"Had gone for a Sunday brunch.
Good to have some well made international breakfast options. The non vegetarians in our group were quite happy too.
The pizza I tried was quite decent.
The coffee could have been better.",,,,,,,,,
5,Superb ambiance .. Great Food !!!! A must visit at Surat,,,,,,,,,
5,"This restaurant has an cool wibe ultimate food
People are really good to customer",,,,,,,,,
5,"this restaurant is mind blowing, this was such like that as my expectation was. Here for vegetarian and non-vegetarian, both facilities are available in reasonable price with super test",,,,,,,,,
5,"It was very good experience overall, staff is kind and polite, also food is top notch.",,,,,,,,,
5,"We are from South Africa , the food was delicious. The service was excellent Would definitely recommend this eating spot for anyone who visits  Surat. kartik and bobby displayed excellent service and they were very hospitable and also easy going.",,,,,,,,,
4,Love the interiors and cozy vibe of this place. Will definitely become a haunt of mine to work from when I’m in Surat. The presentation of the food and drink is gorgeous (esp. the Orange Sunset). I think the food could use a little work with respect to flavor. But other than that all good,,,,,,,,,
5,Love to visit again.. love the ambience and space and food is absolute yum and picture perfect,,,,,,,,,
